,donorID,province,region,gender,language,number_of_campaigns,total_amount,Q1_Donations,Q2_Donations,Q3_Donations,Q4_Donations,days_since_contributed,mean,min,max,Q1_Max,Q2_Max,Q3_Max,Q4_Max,Q1_Mean,Q2_Mean,Q3_Mean,Q4_Mean,Q1_Amount,Q2_Amount,Q3_Amount,Q4_Amount,Q1_Min,Q2_Min,Q3_Min,Q4_Min,age,age-group,amount,has_contributed
24567,141391,Antwerp,Flanders,M,NL,1.0,30.0,1.0,,,,1753.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,60,60,,0
24568,141393,Flemish Brabant,Flanders,F,NL,3.0,211.0,2.0,,1.0,,340.0,70.33333333333333,39.0,120.0,52.0,,120.0,,45.5,,120.0,,91.0,,120.0,,39.0,,120.0,,45,40,,0
24569,141394,Flemish Brabant,Flanders,M,FR,1.0,20.0,1.0,,,,1759.0,20.0,20.0,20.0,20.0,,,,20.0,,,,20.0,,,,20.0,,,,64,60,,0
24570,141395,West Flanders,Flanders,M,NL,1.0,30.0,1.0,,,,1751.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,47,40,,0
24571,141399,East Flanders,Flanders,M,NL,1.0,10.0,1.0,,,,1745.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,32,30,,0
24572,141400,East Flanders,Flanders,F,NL,6.0,71.6,2.0,,2.0,2.0,32.0,11.933333333333332,2.6,30.0,13.0,,30.0,13.0,9.75,,16.3,9.75,19.5,,32.6,19.5,6.5,,2.6,6.5,74,70,,0
24573,141401,East Flanders,Flanders,M,NL,3.0,112.0,1.0,1.0,1.0,,109.0,37.333333333333336,30.0,41.0,30.0,41.0,41.0,,30.0,41.0,41.0,,30.0,41.0,41.0,,30.0,41.0,41.0,,78,70,,0
24574,141402,Flemish Brabant,Flanders,F,NL,1.0,10.0,1.0,,,,1762.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,37,30,,0
24575,141407,Limburg,Flanders,M,NL,1.0,5.0,1.0,,,,1752.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,29,20,,0
24576,141410,Antwerp,Flanders,M,NL,4.0,40.0,1.0,,1.0,2.0,30.0,10.0,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,10.0,10.0,,10.0,20.0,10.0,,10.0,10.0,54,50,,0
24577,141411,Hainaut,Wallonia,M,FR,2.0,150.0,2.0,,,,1746.0,75.0,50.0,100.0,100.0,,,,75.0,,,,150.0,,,,50.0,,,,41,40,,0
24578,141412,Antwerp,Flanders,M,NL,1.0,39.0,1.0,,,,1745.0,39.0,39.0,39.0,39.0,,,,39.0,,,,39.0,,,,39.0,,,,39,30,,0
24579,141413,Limburg,Flanders,M,NL,2.0,70.0,,,1.0,1.0,1522.0,35.0,30.0,40.0,,,30.0,40.0,,,30.0,40.0,,,30.0,40.0,,,30.0,40.0,53,50,,0
24580,141414,Limburg,Flanders,M,NL,1.0,10.0,1.0,,,,1759.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,48,40,,0
24581,141415,West Flanders,Flanders,F,NL,1.0,20.0,1.0,,,,1750.0,20.0,20.0,20.0,20.0,,,,20.0,,,,20.0,,,,20.0,,,,93,90,,0
24582,141417,Flemish Brabant,Flanders,F,NL,1.0,25.0,1.0,,,,1759.0,25.0,25.0,25.0,25.0,,,,25.0,,,,25.0,,,,25.0,,,,65,60,,0
24583,141418,Antwerp,Flanders,M,NL,1.0,5.0,1.0,,,,1762.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,57,50,,0
24584,141419,West Flanders,Flanders,F,NL,3.0,40.0,1.0,1.0,1.0,,1595.0,13.333333333333334,10.0,15.0,15.0,15.0,10.0,,15.0,15.0,10.0,,15.0,15.0,10.0,,15.0,15.0,10.0,,74,70,,0
24585,141422,Antwerp,Flanders,M,NL,2.0,20.0,1.0,1.0,,,1680.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,53,50,,0
24586,141424,East Flanders,Flanders,M,NL,4.0,20.0,2.0,1.0,,1.0,942.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,,5.0,10.0,5.0,,5.0,5.0,5.0,,5.0,66,60,,0
24587,141427,Limburg,Flanders,M,NL,1.0,10.0,1.0,,,,1744.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,34,30,,0
24588,141430,Antwerp,Flanders,F,NL,2.0,65.0,1.0,,1.0,,1585.0,32.5,25.0,40.0,25.0,,40.0,,25.0,,40.0,,25.0,,40.0,,25.0,,40.0,,31,30,,0
24589,141431,Limburg,Flanders,F,NL,1.0,39.0,1.0,,,,1753.0,39.0,39.0,39.0,39.0,,,,39.0,,,,39.0,,,,39.0,,,,28,20,,0
24590,141433,East Flanders,Flanders,F,NL,1.0,20.0,1.0,,,,1745.0,20.0,20.0,20.0,20.0,,,,20.0,,,,20.0,,,,20.0,,,,80,80,,0
24591,141434,East Flanders,Flanders,M,NL,7.0,134.36,2.0,3.0,1.0,1.0,1744.0,19.194285714285716,12.39,25.0,20.0,25.0,12.39,24.79,17.5,20.726666666666667,12.39,24.79,35.0,62.18,12.39,24.79,15.0,12.39,12.39,24.79,37,30,,0
24592,141439,East Flanders,Flanders,M,NL,1.0,5.0,1.0,,,,1756.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,75,70,,0
24593,141440,Flemish Brabant,Flanders,M,NL,1.0,5.0,1.0,,,,1756.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,44,40,,0
24594,141441,Limburg,Flanders,M,NL,1.0,40.0,1.0,,,,1756.0,40.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,46,40,,0
24595,141442,Flemish Brabant,Flanders,M,NL,1.0,30.0,1.0,,,,1746.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,85,80,,0
24596,141443,East Flanders,Flanders,F,NL,4.0,69.0,1.0,1.0,1.0,1.0,31.0,17.25,13.0,30.0,13.0,13.0,30.0,13.0,13.0,13.0,30.0,13.0,13.0,13.0,30.0,13.0,13.0,13.0,30.0,13.0,61,60,,0
24597,141446,West Flanders,Flanders,M,NL,1.0,40.0,,1.0,,,1004.0,40.0,40.0,40.0,,40.0,,,,40.0,,,,40.0,,,,40.0,,,79,70,,0
24598,141447,East Flanders,Flanders,M,NL,1.0,10.0,1.0,,,,1744.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,32,30,,0
24599,141450,East Flanders,Flanders,M,NL,2.0,43.0,1.0,,1.0,,472.0,21.5,13.0,30.0,13.0,,30.0,,13.0,,30.0,,13.0,,30.0,,13.0,,30.0,,69,60,,0
24600,141451,Flemish Brabant,Flanders,M,NL,1.0,20.0,1.0,,,,1761.0,20.0,20.0,20.0,20.0,,,,20.0,,,,20.0,,,,20.0,,,,37,30,,0
24601,141455,West Flanders,Flanders,M,NL,2.0,283.0,1.0,,1.0,,179.0,141.5,55.0,228.0,55.0,,228.0,,55.0,,228.0,,55.0,,228.0,,55.0,,228.0,,63,60,,0
24602,141456,West Flanders,Flanders,M,NL,1.0,10.0,1.0,,,,1762.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,33,30,,0
24603,141460,Antwerp,Flanders,F,FR,3.0,150.0,2.0,,,1.0,23.0,50.0,40.0,60.0,50.0,,,60.0,45.0,,,60.0,90.0,,,60.0,40.0,,,60.0,56,50,,0
24604,141462,West Flanders,Flanders,F,NL,2.0,20.0,2.0,,,,1757.0,10.0,10.0,10.0,10.0,,,,10.0,,,,20.0,,,,10.0,,,,65,60,,0
24605,141464,Limburg,Flanders,M,NL,1.0,39.0,1.0,,,,1746.0,39.0,39.0,39.0,39.0,,,,39.0,,,,39.0,,,,39.0,,,,27,20,,0
24606,141466,Antwerp,Flanders,M,NL,3.0,44.3,2.0,,1.0,,284.0,14.766666666666666,6.5,30.0,7.8,,30.0,,7.15,,30.0,,14.3,,30.0,,6.5,,30.0,,41,40,,0
24607,141467,Antwerp,Flanders,M,FR,1.0,40.0,1.0,,,,1760.0,40.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,94,90,,0
24608,141468,Antwerp,Flanders,F,NL,1.0,5.0,1.0,,,,1752.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,34,30,,0
24609,141470,West Flanders,Flanders,F,NL,1.0,39.0,1.0,,,,1752.0,39.0,39.0,39.0,39.0,,,,39.0,,,,39.0,,,,39.0,,,,88,80,,0
24610,141472,West Flanders,Flanders,M,NL,1.0,10.0,1.0,,,,1757.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,38,30,,0
24611,141474,Antwerp,Flanders,M,NL,1.0,10.0,1.0,,,,1760.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,35,30,,0
24612,141475,Flemish Brabant,Flanders,M,NL,1.0,39.0,,,,1.0,1831.0,39.0,39.0,39.0,,,,39.0,,,,39.0,,,,39.0,,,,39.0,80,80,,0
24613,141480,Antwerp,Flanders,M,NL,1.0,10.0,1.0,,,,1752.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,38,30,,0
24614,141481,Limburg,Flanders,F,NL,2.0,88.0,1.0,,1.0,,479.0,44.0,13.0,75.0,13.0,,75.0,,13.0,,75.0,,13.0,,75.0,,13.0,,75.0,,73,70,,0
24615,141482,Limburg,Flanders,F,NL,1.0,5.0,1.0,,,,1746.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,26,20,,0
24616,141484,East Flanders,Flanders,F,NL,1.0,40.0,1.0,,,,1761.0,40.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,28,20,,0
24617,141486,East Flanders,Flanders,F,NL,1.0,39.0,,,,1.0,1520.0,39.0,39.0,39.0,,,,39.0,,,,39.0,,,,39.0,,,,39.0,37,30,,0
24618,141488,Flemish Brabant,Flanders,F,NL,1.0,10.0,1.0,,,,1754.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,52,50,,0
24619,141489,Flemish Brabant,Flanders,M,NL,1.0,10.0,1.0,,,,1757.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,37,30,,0
24620,141490,West Flanders,Flanders,F,NL,1.0,10.0,1.0,,,,1752.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,47,40,,0
24621,141492,Flemish Brabant,Flanders,M,NL,1.0,10.0,1.0,,,,1759.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,52,50,,0
24622,141495,East Flanders,Flanders,F,NL,1.0,7.0,1.0,,,,1744.0,7.0,7.0,7.0,7.0,,,,7.0,,,,7.0,,,,7.0,,,,52,50,,0
24623,141496,East Flanders,Flanders,M,NL,2.0,43.0,1.0,,1.0,,481.0,21.5,13.0,30.0,13.0,,30.0,,13.0,,30.0,,13.0,,30.0,,13.0,,30.0,,30,30,,0
24624,141497,East Flanders,Flanders,F,NL,3.0,90.0,2.0,,1.0,,499.0,30.0,20.0,40.0,30.0,,40.0,,25.0,,40.0,,50.0,,40.0,,20.0,,40.0,,60,60,,0
24625,141499,West Flanders,Flanders,F,NL,2.0,30.0,1.0,1.0,,,229.0,15.0,10.0,20.0,20.0,10.0,,,20.0,10.0,,,20.0,10.0,,,20.0,10.0,,,44,40,,0
24626,141500,Antwerp,Flanders,F,NL,2.0,70.0,1.0,1.0,,,270.0,35.0,30.0,40.0,30.0,40.0,,,30.0,40.0,,,30.0,40.0,,,30.0,40.0,,,36,30,,0
24627,141504,East Flanders,Flanders,F,NL,1.0,10.0,1.0,,,,1749.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,53,50,,0
24628,141505,East Flanders,Flanders,F,NL,1.0,20.0,1.0,,,,1746.0,20.0,20.0,20.0,20.0,,,,20.0,,,,20.0,,,,20.0,,,,45,40,,0
24629,141506,East Flanders,Flanders,F,NL,2.0,50.0,1.0,1.0,,,957.0,25.0,10.0,40.0,10.0,40.0,,,10.0,40.0,,,10.0,40.0,,,10.0,40.0,,,41,40,,0
24630,141507,Antwerp,Flanders,F,NL,1.0,5.0,1.0,,,,1752.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,47,40,,0
24631,141508,Limburg,Flanders,M,NL,2.0,7.5,1.0,,1.0,,905.0,3.75,2.5,5.0,2.5,,5.0,,2.5,,5.0,,2.5,,5.0,,2.5,,5.0,,31,30,,0
24632,141509,Limburg,Flanders,M,NL,1.0,30.0,1.0,,,,1756.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,39,30,,0
24633,141510,East Flanders,Flanders,M,NL,1.0,30.0,1.0,,,,1755.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,45,40,,0
24634,141512,East Flanders,Flanders,M,NL,3.0,224.0,2.0,,1.0,,349.0,74.66666666666667,50.7,120.0,53.3,,120.0,,52.0,,120.0,,104.0,,120.0,,50.7,,120.0,,29,20,,0
24635,141513,East Flanders,Flanders,M,NL,1.0,39.0,1.0,,,,1747.0,39.0,39.0,39.0,39.0,,,,39.0,,,,39.0,,,,39.0,,,,69,60,,0
24636,141518,West Flanders,Flanders,F,NL,1.0,30.0,1.0,,,,1748.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,40,40,,0
24637,141519,Antwerp,Flanders,F,NL,2.0,30.0,1.0,,1.0,,1756.0,15.0,15.0,15.0,15.0,,15.0,,15.0,,15.0,,15.0,,15.0,,15.0,,15.0,,52,50,,0
24638,141520,Limburg,Flanders,M,NL,1.0,30.0,1.0,,,,1762.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,75,70,,0
24639,141521,Limburg,Flanders,M,NL,1.0,15.0,1.0,,,,1757.0,15.0,15.0,15.0,15.0,,,,15.0,,,,15.0,,,,15.0,,,,34,30,,0
24640,141522,Flemish Brabant,Flanders,M,NL,1.0,5.0,1.0,,,,1750.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,43,40,,0
24641,141524,Antwerp,Flanders,F,NL,1.0,30.0,1.0,,,,1752.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,39,30,,0
24642,141525,Antwerp,Flanders,F,NL,1.0,5.0,1.0,,,,1755.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,42,40,,0
24643,141526,East Flanders,Flanders,F,NL,1.0,39.0,1.0,,,,1750.0,39.0,39.0,39.0,39.0,,,,39.0,,,,39.0,,,,39.0,,,,60,60,,0
24644,141527,Flemish Brabant,Flanders,F,NL,1.0,20.0,1.0,,,,1761.0,20.0,20.0,20.0,20.0,,,,20.0,,,,20.0,,,,20.0,,,,68,60,,0
24645,141530,West Flanders,Flanders,M,NL,1.0,10.0,1.0,,,,1762.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,98,90,,0
24646,141531,East Flanders,Flanders,M,NL,2.0,71.0,1.0,,1.0,,913.0,35.5,30.0,41.0,30.0,,41.0,,30.0,,41.0,,30.0,,41.0,,30.0,,41.0,,98,90,,0
24647,141532,Limburg,Flanders,M,NL,1.0,30.0,1.0,,,,1751.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,57,50,,0
24648,141533,Limburg,Flanders,M,NL,1.0,5.0,1.0,,,,1762.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,37,30,,0
24649,141534,Antwerp,Flanders,M,NL,2.0,40.0,,,1.0,1.0,1519.0,20.0,10.0,30.0,,,10.0,30.0,,,10.0,30.0,,,10.0,30.0,,,10.0,30.0,56,50,,0
24650,141535,East Flanders,Flanders,M,NL,1.0,39.0,,1.0,,,1719.0,39.0,39.0,39.0,,39.0,,,,39.0,,,,39.0,,,,39.0,,,35,30,,0
24651,141536,East Flanders,Flanders,M,NL,2.0,10.0,1.0,,1.0,,1221.0,5.0,5.0,5.0,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,87,80,,0
24652,141537,Antwerp,Flanders,M,NL,4.0,50.0,3.0,,,1.0,1014.0,12.5,10.0,20.0,20.0,,,10.0,13.333333333333334,,,10.0,40.0,,,10.0,10.0,,,10.0,26,20,,0
24653,141538,Antwerp,Flanders,M,NL,2.0,20.0,1.0,,1.0,,1226.0,10.0,10.0,10.0,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,,10.0,,41,40,,0
24654,141539,Antwerp,Flanders,M,NL,1.0,5.0,1.0,,,,1748.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,38,30,,0
24655,141540,East Flanders,Flanders,M,NL,2.0,15.0,2.0,,,,1747.0,7.5,5.0,10.0,10.0,,,,7.5,,,,15.0,,,,5.0,,,,55,50,,0
24656,141542,East Flanders,Flanders,F,NL,1.0,30.0,1.0,,,,1746.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,36,30,,0
24657,141546,Limburg,Flanders,F,NL,2.0,50.0,,1.0,,1.0,17.0,25.0,20.0,30.0,,20.0,,30.0,,20.0,,30.0,,20.0,,30.0,,20.0,,30.0,50,50,,0
24658,141549,Antwerp,Flanders,M,NL,1.0,40.0,,,,1.0,1519.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,40.0,55,50,,0
24659,141551,Antwerp,Flanders,M,NL,1.0,10.0,1.0,,,,1757.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,48,40,,0
24660,141553,Flemish Brabant,Flanders,F,NL,2.0,155.5,1.0,,1.0,,476.0,77.75,32.5,123.0,32.5,,123.0,,32.5,,123.0,,32.5,,123.0,,32.5,,123.0,,51,50,,0
24661,141555,Antwerp,Flanders,F,NL,2.0,10.0,2.0,,,,1759.0,5.0,5.0,5.0,5.0,,,,5.0,,,,10.0,,,,5.0,,,,35,30,,0
24662,141559,ANTWERP,Flanders,M,NL,1.0,15.0,1.0,,,,1749.0,15.0,15.0,15.0,15.0,,,,15.0,,,,15.0,,,,15.0,,,,41,40,,0
24663,141560,West Flanders,Flanders,F,NL,6.0,20.3,1.0,1.0,3.0,1.0,465.0,3.3833333333333333,1.3,6.5,6.5,1.3,6.0,1.3,6.5,1.3,3.733333333333333,1.3,6.5,1.3,11.2,1.3,6.5,1.3,2.6,1.3,34,30,,0
24664,141562,Flemish Brabant,Flanders,F,NL,1.0,12.3,1.0,,,,1762.0,12.3,12.3,12.3,12.3,,,,12.3,,,,12.3,,,,12.3,,,,51,50,,0
24665,141563,West Flanders,Flanders,M,NL,1.0,40.0,1.0,,,,1759.0,40.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,56,50,,0
24666,141564,Antwerp,Flanders,M,NL,2.0,55.0,1.0,,,1.0,34.0,27.5,25.0,30.0,30.0,,,25.0,30.0,,,25.0,30.0,,,25.0,30.0,,,25.0,39,30,,0
24667,141566,East Flanders,Flanders,M,NL,1.0,10.0,1.0,,,,1746.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,70,70,,0
24668,141570,Antwerp,Flanders,F,NL,1.0,5.0,1.0,,,,1759.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,56,50,,0
24669,141572,Flemish Brabant,Flanders,M,NL,1.0,10.0,,1.0,,,1715.0,10.0,10.0,10.0,,10.0,,,,10.0,,,,10.0,,,,10.0,,,30,30,,0
24670,141574,West Flanders,Flanders,F,NL,2.0,49.5,1.0,,1.0,,481.0,24.75,19.5,30.0,19.5,,30.0,,19.5,,30.0,,19.5,,30.0,,19.5,,30.0,,74,70,,0
24671,141575,Limburg,Flanders,M,NL,1.0,5.0,1.0,,,,1747.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,43,40,,0
24672,141576,East Flanders,Flanders,M,NL,1.0,50.0,1.0,,,,1755.0,50.0,50.0,50.0,50.0,,,,50.0,,,,50.0,,,,50.0,,,,51,50,,0
24673,141577,Antwerp,Flanders,M,NL,1.0,30.0,1.0,,,,1760.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,44,40,,0
24674,141578,Luxembourg,Wallonia,M,FR,1.0,15.0,,,,1.0,1526.0,15.0,15.0,15.0,,,,15.0,,,,15.0,,,,15.0,,,,15.0,27,20,,0
24675,141580,East Flanders,Flanders,M,NL,1.0,5.0,,,,1.0,1514.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,5.0,40,40,,0
24676,141582,Antwerp,Flanders,M,NL,1.0,40.0,1.0,,,,1757.0,40.0,40.0,40.0,40.0,,,,40.0,,,,40.0,,,,40.0,,,,73,70,,0
24677,141583,Limburg,Flanders,F,NL,2.0,72.9,1.0,1.0,,,194.0,36.45,30.0,42.9,42.9,30.0,,,42.9,30.0,,,42.9,30.0,,,42.9,30.0,,,55,50,,0
24678,141584,East Flanders,Flanders,M,NL,1.0,50.0,1.0,,,,1756.0,50.0,50.0,50.0,50.0,,,,50.0,,,,50.0,,,,50.0,,,,72,70,,0
24679,141586,West Flanders,Flanders,F,NL,1.0,5.0,1.0,,,,1750.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,44,40,,0
24680,141588,Antwerp,Flanders,F,NL,1.0,10.0,1.0,,,,1754.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,73,70,,0
24681,141589,East Flanders,Flanders,M,NL,1.0,30.0,1.0,,,,1755.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,58,50,,0
24682,141591,Limburg,Flanders,F,NL,1.0,10.0,1.0,,,,1748.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,88,80,,0
24683,141593,Antwerp,Flanders,M,NL,1.0,20.0,,,,1.0,1515.0,20.0,20.0,20.0,,,,20.0,,,,20.0,,,,20.0,,,,20.0,55,50,,0
24684,141594,Antwerp,Flanders,F,NL,1.0,10.0,1.0,,,,1751.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,57,50,,0
24685,141596,Antwerp,Flanders,F,NL,2.0,20.0,1.0,1.0,,,247.0,10.0,10.0,10.0,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,10.0,10.0,,,42,40,,0
24686,141597,Flemish Brabant,Flanders,M,NL,1.0,10.0,1.0,,,,1750.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,59,50,,0
24687,141599,Limburg,Flanders,M,NL,1.0,25.0,1.0,,,,1747.0,25.0,25.0,25.0,25.0,,,,25.0,,,,25.0,,,,25.0,,,,44,40,,0
24688,141600,Limburg,Flanders,F,NL,1.0,30.0,1.0,,,,1750.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,60,60,,0
24689,141601,West Flanders,Flanders,F,NL,1.0,30.0,1.0,,,,1756.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,86,80,,0
24690,141602,West Flanders,Flanders,F,NL,1.0,30.0,,1.0,,,1709.0,30.0,30.0,30.0,,30.0,,,,30.0,,,,30.0,,,,30.0,,,35,30,,0
24691,141604,West Flanders,Flanders,F,NL,1.0,5.0,1.0,,,,1751.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,33,30,,0
24692,141606,Limburg,Flanders,M,FR,1.0,10.0,1.0,,,,1748.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,35,30,,0
24693,141607,East Flanders,Flanders,F,NL,1.0,5.0,1.0,,,,1757.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,39,30,,0
24694,141608,East Flanders,Flanders,M,NL,1.0,5.0,1.0,,,,1753.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,80,80,,0
24695,141609,Antwerp,Flanders,M,NL,2.0,69.0,2.0,,,,1749.0,34.5,30.0,39.0,39.0,,,,34.5,,,,69.0,,,,30.0,,,,67,60,,0
24696,141610,Flemish Brabant,Flanders,F,NL,2.0,45.0,,,2.0,,911.0,22.5,5.0,40.0,,,40.0,,,,22.5,,,,45.0,,,,5.0,,49,40,,0
24697,141611,Antwerp,Flanders,M,NL,1.0,30.0,,,1.0,,1232.0,30.0,30.0,30.0,,,30.0,,,,30.0,,,,30.0,,,,30.0,,64,60,,0
24698,141612,East Flanders,Flanders,M,NL,1.0,30.0,,1.0,,,1702.0,30.0,30.0,30.0,,30.0,,,,30.0,,,,30.0,,,,30.0,,,35,30,,0
24699,141613,Limburg,Flanders,M,NL,2.0,20.0,,,2.0,,903.0,10.0,10.0,10.0,,,10.0,,,,10.0,,,,20.0,,,,10.0,,49,40,,0
24700,141614,East Flanders,Flanders,M,NL,1.0,15.0,,,,1.0,1514.0,15.0,15.0,15.0,,,,15.0,,,,15.0,,,,15.0,,,,15.0,58,50,,0
24701,141615,Limburg,Flanders,M,NL,1.0,35.0,,,,1.0,3322.0,35.0,35.0,35.0,,,,35.0,,,,35.0,,,,35.0,,,,35.0,50,50,,0
24702,141616,Flemish Brabant,Flanders,M,NL,2.0,10.0,1.0,,1.0,,121.0,5.0,5.0,5.0,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,5.0,,34,30,,0
24703,141619,Antwerp,Flanders,M,NL,1.0,15.0,1.0,,,,1756.0,15.0,15.0,15.0,15.0,,,,15.0,,,,15.0,,,,15.0,,,,59,50,,0
24704,141620,East Flanders,Flanders,M,NL,1.0,5.0,1.0,,,,1745.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,26,20,,0
24705,141621,Antwerp,Flanders,F,NL,1.0,10.0,1.0,,,,1759.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,35,30,,0
24706,141622,East Flanders,Flanders,M,NL,1.0,10.0,1.0,,,,1751.0,10.0,10.0,10.0,10.0,,,,10.0,,,,10.0,,,,10.0,,,,40,40,,0
24707,141623,East Flanders,Flanders,M,NL,1.0,5.0,1.0,,,,1755.0,5.0,5.0,5.0,5.0,,,,5.0,,,,5.0,,,,5.0,,,,65,60,,0
24708,141624,West Flanders,Flanders,M,NL,2.0,55.0,1.0,1.0,,,944.0,27.5,25.0,30.0,30.0,25.0,,,30.0,25.0,,,30.0,25.0,,,30.0,25.0,,,40,40,,0
24709,141628,East Flanders,Flanders,M,FR,1.0,30.0,1.0,,,,1749.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,54,50,,0
24710,141631,East Flanders,Flanders,F,NL,1.0,30.0,1.0,,,,1749.0,30.0,30.0,30.0,30.0,,,,30.0,,,,30.0,,,,30.0,,,,27,20,,0
24711,141632,East Flanders,Flanders,F,NL,3.0,130.0,1.0,2.0,,,264.0,43.333333333333336,30.0,50.0,30.0,50.0,,,30.0,50.0,,,30.0,100.0,,,30.0,50.0,,,50,50,,0
